,Applicant_ID,Owned_Car,Owned_Realty,Total_Children,Total_Income,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
15456,5095236,0,1,0,180000,1,1,1,0,2,28,4,0,28,1
15457,5095241,0,0,2,112500,1,0,0,0,3,40,1,0,24,1
15458,5095242,0,0,2,112500,1,0,0,0,3,40,1,0,32,1
15459,5095243,0,0,2,112500,1,0,0,0,3,40,1,0,32,1
15460,5095244,0,0,2,112500,1,0,0,0,3,40,1,0,38,1
15461,5095245,0,0,2,112500,1,0,0,0,3,40,1,0,39,1
15462,5095247,0,0,2,112500,1,0,0,0,3,40,1,0,8,1
15463,5095248,1,1,1,450000,1,0,1,0,3,29,5,0,8,1
15464,5095249,1,1,1,450000,1,0,1,0,3,29,5,0,39,1
15465,5095250,1,1,1,450000,1,0,1,0,3,29,5,0,8,1
15466,5095251,1,1,1,450000,1,0,1,0,3,29,5,0,8,1
15467,5095252,1,1,1,450000,1,0,1,0,3,29,5,0,8,1
15468,5095253,1,1,1,450000,1,0,1,0,3,29,5,0,8,1
15469,5095256,1,1,1,450000,1,0,1,0,3,29,5,0,7,1
15470,5095257,1,1,1,450000,1,0,1,0,3,29,5,0,5,1
15471,5095258,0,1,0,189000,1,0,0,0,2,58,1,0,23,1
15472,5095259,0,1,0,189000,1,0,0,0,2,58,1,0,22,1
15473,5095260,0,1,0,189000,1,0,0,0,2,58,1,0,8,1
15474,5095261,0,1,0,189000,1,0,0,0,2,58,1,0,8,1
15475,5095264,1,1,0,126000,1,0,0,0,2,29,3,0,45,1
15476,5095265,1,1,0,126000,1,0,0,0,2,29,3,0,46,1
15477,5095266,1,1,0,126000,1,0,0,0,2,29,3,0,46,1
15478,5095268,1,1,0,126000,1,0,0,0,2,29,3,0,12,1
15479,5095269,1,1,0,126000,1,0,0,0,2,29,3,0,46,1
15480,5095270,1,1,0,126000,1,0,0,0,2,29,3,0,46,1
15481,5095271,1,1,0,126000,1,0,0,0,2,29,3,0,5,1
15482,5095272,1,1,0,126000,1,0,0,0,2,29,3,0,50,1
15483,5095274,1,1,0,126000,1,0,0,0,2,29,3,0,6,1
15484,5095275,1,1,0,126000,1,0,0,0,2,29,3,0,45,1
15485,5095277,1,1,0,126000,1,0,0,0,2,29,3,0,23,1
15486,5095278,1,1,0,126000,1,0,0,0,2,29,3,0,29,1
15487,5095279,1,1,0,126000,1,0,0,0,2,29,3,0,25,1
15488,5095280,1,1,0,126000,1,0,0,0,2,29,3,0,23,1
15489,5095281,1,1,0,126000,1,0,0,0,2,29,3,0,11,1
15490,5095291,0,1,1,675000,1,0,0,0,3,46,2,1,14,1
15491,5095294,1,1,0,225000,1,0,0,0,2,34,11,0,28,1
15492,5095295,1,1,0,225000,1,0,0,0,2,34,11,0,37,1
15493,5095296,1,1,0,225000,1,0,0,0,2,34,11,0,6,1
15494,5095297,1,1,0,225000,1,0,0,0,2,34,11,0,19,1
15495,5095298,1,1,0,225000,1,0,0,0,2,34,11,0,22,1
15496,5095299,1,1,0,225000,1,0,0,0,2,34,11,0,27,1
15497,5095300,1,1,0,225000,1,0,0,0,2,34,11,0,7,1
15498,5095301,1,1,0,225000,1,0,0,0,2,34,11,0,13,1
15499,5095302,1,1,0,225000,1,0,0,0,2,34,11,0,33,1
15500,5095303,1,1,0,225000,1,0,0,0,2,34,11,0,20,1
15501,5095304,1,1,0,225000,1,0,0,0,2,34,11,0,26,1
15502,5095305,1,1,0,225000,1,0,0,0,2,34,11,0,9,1
15503,5095306,1,1,0,225000,1,0,0,0,2,34,11,0,29,1
15504,5095308,1,1,0,225000,1,0,0,0,2,34,11,0,5,1
15505,5095309,1,1,0,225000,1,0,0,0,2,34,11,0,28,1
15506,5095310,1,1,0,225000,1,0,0,0,2,34,11,0,13,1
15507,5095311,1,1,0,225000,1,0,0,0,2,34,11,0,10,1
15508,5095312,1,1,0,225000,1,0,0,0,2,34,11,0,3,1
15509,5095313,1,1,0,225000,1,0,0,0,2,34,11,0,50,1
15510,5095314,1,1,0,225000,1,0,0,0,2,34,11,0,18,1
15511,5095315,1,1,0,225000,1,0,0,0,2,34,11,0,11,1
15512,5095316,1,1,0,225000,1,0,0,0,2,34,11,0,6,1
15513,5095319,1,1,0,225000,1,0,0,0,2,34,11,0,3,1
15514,5095333,0,1,0,135000,1,0,0,0,2,56,1,0,6,1
15515,5095334,0,1,0,135000,1,0,0,0,2,56,1,0,48,1
15516,5095336,0,1,0,135000,1,0,0,0,2,56,1,0,44,1
15517,5095340,0,1,0,135000,1,0,0,0,2,56,1,0,5,1
15518,5095353,1,1,0,180000,1,0,0,0,2,34,4,0,56,1
15519,5095354,1,1,0,180000,1,0,0,0,2,34,4,0,14,1
15520,5095355,0,0,0,157500,1,0,0,0,1,25,3,0,18,1
15521,5095356,0,0,0,157500,1,0,0,0,1,25,3,0,1,1
15522,5095357,0,0,0,157500,1,0,0,0,1,25,3,0,2,1
15523,5095358,0,1,1,270000,1,0,1,1,3,29,2,0,20,1
15524,5095359,0,1,1,270000,1,0,1,1,3,29,2,0,12,1
15525,5095360,0,1,1,270000,1,0,1,1,3,29,2,0,4,1
15526,5095365,0,0,2,180000,1,0,1,0,4,33,12,0,24,1
15527,5095366,0,0,2,180000,1,0,1,0,4,33,12,2,59,1
15528,5095367,0,0,2,180000,1,0,1,0,4,33,12,0,3,1
15529,5095370,1,1,1,315000,1,0,0,0,2,45,7,0,34,1
15530,5095371,1,1,1,315000,1,0,0,0,2,45,7,0,14,1
15531,5095372,1,1,1,315000,1,0,0,0,2,45,7,0,24,1
15532,5095373,1,1,1,315000,1,0,0,0,2,45,7,0,36,1
15533,5095374,1,1,1,315000,1,0,0,0,2,45,7,0,4,1
15534,5095378,1,1,1,315000,1,0,0,0,2,45,7,0,33,1
15535,5095379,1,1,1,315000,1,0,0,0,2,45,7,0,21,1
15536,5095380,1,1,1,315000,1,0,0,0,2,45,7,0,12,1
15537,5095381,1,1,1,315000,1,0,0,0,2,45,7,0,27,1
15538,5095382,1,1,1,315000,1,0,0,0,2,45,7,0,5,1
15539,5095383,1,1,1,315000,1,0,0,0,2,45,7,0,26,1
15540,5095384,1,1,1,315000,1,0,0,0,2,45,7,0,13,1
15541,5095386,1,1,1,270000,1,0,1,1,3,25,2,1,20,1
15542,5095387,1,1,1,270000,1,0,1,1,3,25,2,4,35,1
15543,5095388,1,1,1,270000,1,0,1,1,3,25,2,1,20,1
15544,5095389,1,1,1,270000,1,0,1,1,3,25,2,1,4,1
15545,5095399,1,1,0,450000,1,0,0,0,2,55,4,0,35,1
15546,5095401,1,1,0,450000,1,0,0,0,2,55,4,0,28,1
15547,5095402,1,1,0,450000,1,0,0,0,2,55,4,0,29,1
15548,5095405,1,1,0,450000,1,0,0,0,2,55,4,0,57,1
15549,5095406,1,1,0,450000,1,0,0,0,2,55,4,0,45,1
15550,5095412,0,0,0,90000,1,0,0,0,1,32,1,0,3,1
15551,5095413,0,0,0,90000,1,0,0,0,1,32,1,0,35,1
15552,5095414,0,0,0,90000,1,0,0,0,1,32,1,0,22,1
15553,5095416,0,0,0,90000,1,0,0,0,1,32,1,0,8,1
15554,5095428,0,1,0,157500,1,1,1,0,2,53,9,0,20,1
15555,5095429,0,1,0,292500,1,0,0,0,2,52,26,0,10,1
15556,5095430,0,1,0,292500,1,0,0,0,2,52,26,0,10,1
15557,5095431,0,1,0,292500,1,0,0,0,2,52,26,0,27,1
15558,5095433,0,1,0,292500,1,0,0,0,2,52,26,0,10,1
15559,5095434,0,1,0,292500,1,0,0,0,2,52,26,0,27,1
15560,5095435,0,1,0,292500,1,0,0,0,2,52,26,0,10,1
15561,5095442,0,1,1,99000,1,1,1,0,3,34,6,1,20,1
15562,5095445,0,1,1,99000,1,1,1,0,3,34,6,0,22,1
15563,5095446,0,1,1,99000,1,1,1,0,3,34,6,1,16,1
15564,5095451,0,0,0,270000,1,0,1,0,2,39,3,0,14,1
15565,5095452,0,0,0,270000,1,0,1,0,2,39,3,0,13,1
15566,5095453,1,1,2,202500,1,0,0,0,4,28,2,0,4,1
15567,5095454,1,1,2,202500,1,0,0,0,4,28,2,0,19,1
15568,5095455,1,1,2,202500,1,0,0,0,4,28,2,0,3,1
15569,5095456,1,1,2,202500,1,0,0,0,4,28,2,0,18,1
15570,5095457,1,1,2,202500,1,0,0,0,4,28,2,0,10,1
15571,5095458,1,1,2,202500,1,0,0,0,4,28,2,0,19,1
15572,5095459,1,1,2,202500,1,0,0,0,4,28,2,0,16,1
15573,5095460,1,1,2,202500,1,0,0,0,4,28,2,0,12,1
15574,5095461,0,1,0,270000,1,0,0,0,1,30,3,0,6,1
15575,5095462,0,1,0,270000,1,0,0,0,1,30,3,3,9,1
15576,5095463,0,1,0,270000,1,0,0,0,1,30,3,3,8,1
15577,5095468,1,1,2,225000,1,0,1,0,4,37,2,0,17,1
15578,5095470,1,1,1,360000,1,0,0,0,3,47,1,0,61,1
15579,5095471,1,1,1,360000,1,0,0,0,3,47,1,0,6,1
15580,5095472,1,1,1,360000,1,0,0,0,3,47,1,0,17,1
15581,5095473,1,1,1,360000,1,0,0,0,3,47,1,0,18,1
15582,5095474,0,1,0,90000,1,1,1,0,2,35,6,0,17,1
15583,5095477,0,1,0,90000,1,1,1,0,2,35,6,0,3,1
15584,5095478,0,1,0,90000,1,1,1,0,2,35,6,0,4,1
15585,5095479,0,1,0,90000,1,1,1,0,2,35,6,0,4,1
15586,5095482,0,1,1,157500,1,0,1,0,2,43,1,0,16,1
15587,5095484,0,1,1,157500,1,0,1,0,2,43,1,0,22,1
15588,5095487,0,1,1,157500,1,0,1,0,2,43,1,0,16,1
15589,5095488,0,1,1,157500,1,0,1,0,2,43,1,0,11,1
15590,5095495,0,1,0,337500,1,0,0,0,2,36,7,0,42,1
15591,5095496,0,1,0,337500,1,0,0,0,2,36,7,0,33,1
15592,5095497,0,1,0,337500,1,0,0,0,2,36,7,0,34,1
15593,5095498,0,1,0,337500,1,0,0,0,2,36,7,0,38,1
15594,5095499,0,1,0,337500,1,0,0,0,2,36,7,0,47,1
15595,5095500,0,1,0,337500,1,0,0,0,2,36,7,0,16,1
15596,5095501,0,1,0,337500,1,0,0,0,2,36,7,0,28,1
15597,5095507,0,1,0,157500,1,0,1,0,2,34,12,0,39,1
15598,5095508,0,1,0,157500,1,0,1,0,2,34,12,0,29,1
15599,5095510,0,1,0,157500,1,0,1,0,2,34,12,0,36,1
15600,5095511,1,1,1,157500,1,0,0,0,3,33,8,0,33,1
15601,5095518,1,0,0,270000,1,0,0,0,1,37,10,0,29,1
15602,5095543,1,0,0,360000,1,0,1,0,2,40,13,0,33,1
15603,5095544,1,0,0,360000,1,0,1,0,2,40,13,0,26,1
15604,5095545,1,0,0,360000,1,0,1,0,2,40,13,0,33,1
15605,5095548,1,0,0,360000,1,0,1,0,2,40,13,0,26,1
15606,5095550,1,0,0,360000,1,0,1,0,2,40,13,0,36,1
15607,5095551,1,0,0,360000,1,0,1,0,2,40,13,0,26,1
15608,5095557,0,0,2,225000,1,1,0,0,4,32,11,0,43,1
15609,5095559,0,0,0,90000,1,1,0,0,2,45,2,1,58,1
15610,5095560,0,0,1,540000,1,1,0,0,2,45,6,0,12,1
15611,5095561,0,0,1,540000,1,1,0,0,2,45,6,0,12,1
15612,5095562,0,0,1,540000,1,1,0,0,2,45,6,0,12,1
15613,5095563,0,0,0,49500,1,1,1,0,2,32,3,0,8,1
15614,5095564,0,0,0,49500,1,1,1,0,2,32,3,1,7,1
15615,5095565,0,0,0,49500,1,1,1,0,2,32,3,0,7,1
15616,5095569,0,0,1,112500,1,1,0,0,3,32,5,0,27,1
15617,5095570,0,0,0,180000,1,1,0,0,2,51,6,0,33,1
15618,5095584,0,0,0,360000,1,0,0,0,1,27,2,10,17,1
15619,5095585,0,0,0,270000,1,1,0,1,2,25,1,5,29,1
15620,5095586,0,0,0,270000,1,1,0,1,2,25,1,5,23,1
15621,5095587,0,0,0,270000,1,1,0,1,2,25,1,5,17,1
15622,5095590,1,0,0,135000,1,0,0,0,2,30,6,0,35,1
15623,5095591,1,0,0,135000,1,0,0,0,2,30,6,0,35,1
15624,5095592,0,0,0,67500,1,0,1,0,1,24,3,0,18,1
15625,5095593,0,0,0,67500,1,0,1,0,1,24,3,0,3,1
15626,5095622,0,0,1,81000,1,0,0,0,3,39,3,0,13,1
15627,5095623,0,0,1,81000,1,0,0,0,3,39,3,0,8,1
15628,5095624,0,0,1,81000,1,0,0,0,3,39,3,0,8,1
15629,5095625,0,0,1,81000,1,0,0,0,3,39,3,0,8,1
15630,5095627,0,0,1,171261,1,0,0,0,2,27,2,4,25,1
15631,5095628,0,0,1,171261,1,0,0,0,2,27,2,1,28,1
15632,5095629,0,0,1,171261,1,0,0,0,2,27,2,4,25,1
15633,5095630,0,0,1,171261,1,0,0,0,2,27,2,4,20,1
15634,5095631,1,0,1,180000,1,0,0,0,3,31,1,0,46,1
15635,5095632,1,0,1,180000,1,0,0,0,3,31,1,0,36,1
15636,5095634,1,0,1,180000,1,0,0,0,3,31,1,0,4,1
15637,5095635,1,0,1,180000,1,0,0,0,3,31,1,0,20,1
15638,5095636,0,0,0,128543,1,1,0,1,1,26,2,0,18,1
15639,5095637,0,0,0,128543,1,1,0,1,1,26,2,1,17,1
15640,5095638,0,0,0,128543,1,1,0,1,1,26,2,1,19,1
15641,5095640,0,0,1,180000,1,0,0,0,3,30,5,0,31,1
15642,5095641,0,0,1,180000,1,0,0,0,3,30,5,0,45,1
15643,5095642,0,0,1,180000,1,0,0,0,3,30,5,0,24,1
15644,5095643,0,0,1,180000,1,0,0,0,3,30,5,0,19,1
15645,5095652,0,0,0,157500,1,0,0,0,1,26,4,0,15,1
15646,5095653,0,0,0,157500,1,0,0,0,1,26,4,0,26,1
15647,5095654,0,0,0,157500,1,0,0,0,1,26,4,0,15,1
15648,5095655,0,0,0,157500,1,0,0,0,1,26,4,0,15,1
15649,5095656,0,0,0,157500,1,0,0,0,1,26,4,0,15,1
15650,5095662,0,0,0,90000,1,0,1,0,2,61,11,0,9,1
15651,5095665,1,0,1,180000,1,0,0,0,3,30,4,0,17,1
15652,5095666,1,0,1,180000,1,0,0,0,3,30,4,0,21,1
15653,5095667,1,0,1,180000,1,0,0,0,3,30,4,0,17,1
15654,5095668,1,0,1,180000,1,0,0,0,3,30,4,0,5,1
15655,5095684,0,0,2,216000,1,0,1,0,4,41,3,0,30,1
15656,5095685,0,0,2,216000,1,0,1,0,4,41,3,0,1,1
15657,5095686,0,0,2,216000,1,0,1,0,4,41,3,0,2,1
15658,5095687,0,0,2,216000,1,0,1,0,4,41,3,0,2,1
15659,5095688,0,0,2,216000,1,0,1,0,4,41,3,0,3,1
15660,5095689,0,0,2,216000,1,0,1,0,4,41,3,0,4,1
15661,5095690,0,0,2,216000,1,0,1,0,4,41,3,0,25,1
15662,5095691,0,0,2,216000,1,0,1,0,4,41,3,0,37,1
15663,5095692,0,0,2,216000,1,0,1,0,4,41,3,0,5,1
15664,5095693,0,0,2,216000,1,0,1,0,4,41,3,0,2,1
15665,5095721,1,0,1,135000,1,0,0,0,3,26,4,0,16,1
15666,5095722,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15667,5095723,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15668,5095724,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15669,5095725,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15670,5095726,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15671,5095727,1,0,1,135000,1,0,0,0,3,26,4,0,21,1
15672,5095728,1,0,1,135000,1,0,0,0,3,26,4,0,20,1
15673,5095729,1,0,1,135000,1,0,0,0,3,26,4,0,14,1
15674,5095730,1,0,1,135000,1,0,0,0,3,26,4,0,11,1
15675,5095731,1,0,1,135000,1,0,0,0,3,26,4,0,7,1
15676,5095732,1,0,2,178200,1,0,1,0,4,31,5,0,4,1
15677,5095733,1,0,2,178200,1,0,1,0,4,31,5,0,4,1
15678,5095734,1,0,2,178200,1,0,1,0,4,31,5,0,3,1
15679,5095735,0,0,0,405000,1,1,0,0,2,51,6,0,28,1
15680,5095736,0,0,0,135000,1,1,0,0,1,36,2,0,4,1
15681,5095737,0,0,0,135000,1,1,0,0,1,36,2,0,6,1
15682,5095751,0,0,0,202500,1,1,1,0,2,36,1,3,15,1
15683,5095752,0,0,0,202500,1,1,1,0,2,36,1,3,15,1
15684,5095766,1,0,0,225000,1,0,0,0,1,40,2,0,28,1
15685,5095767,1,0,0,225000,1,0,0,0,1,40,2,0,2,1
15686,5095768,1,0,0,225000,1,0,0,0,1,40,2,0,6,1
15687,5095769,1,0,0,225000,1,0,0,0,1,40,2,0,17,1
15688,5095770,1,0,0,225000,1,0,0,0,1,40,2,0,11,1
15689,5095771,0,0,0,139500,1,0,1,0,1,25,1,1,29,1
15690,5095772,0,0,0,139500,1,0,1,0,1,25,1,1,39,1
15691,5095773,0,0,0,139500,1,0,1,0,1,25,1,1,28,1
15692,5095774,0,0,0,139500,1,0,1,0,1,25,1,0,36,1
15693,5095789,1,0,0,135000,1,0,0,0,2,46,12,0,35,1
15694,5095790,1,0,0,135000,1,0,0,0,2,46,12,0,54,1
15695,5095793,1,0,0,135000,1,0,0,0,2,46,12,0,43,1
15696,5095794,1,0,0,135000,1,0,0,0,2,46,12,0,6,1
15697,5095796,1,0,0,135000,1,0,0,0,2,46,12,0,43,1
15698,5095797,1,0,0,135000,1,0,0,0,2,46,12,0,56,1
15699,5095801,1,0,1,252000,1,1,1,0,3,35,5,0,14,1
15700,5095802,1,0,1,252000,1,1,1,0,3,35,5,0,20,1
15701,5095803,1,0,1,252000,1,1,1,0,3,35,5,0,12,1
15702,5095804,1,0,1,252000,1,1,1,0,3,35,5,0,24,1
15703,5095805,1,0,1,252000,1,1,1,0,3,35,5,0,24,1
15704,5095809,0,0,2,112500,1,1,0,0,4,30,1,0,59,1
15705,5095810,0,0,2,112500,1,1,0,0,4,30,1,0,8,1
15706,5095813,0,0,2,112500,1,1,0,0,4,30,1,0,25,1
15707,5095814,0,0,3,112500,1,1,0,0,5,43,7,0,51,1
15708,5095815,0,0,3,112500,1,1,0,0,5,43,7,5,47,1
15709,5095816,0,0,3,112500,1,1,0,0,5,43,7,0,5,1
15710,5095817,0,0,3,112500,1,1,0,0,5,43,7,0,4,1
15711,5095818,0,0,3,112500,1,1,0,0,5,43,7,0,4,1
15712,5095826,0,0,0,45000,1,1,0,0,2,51,9,0,25,1
15713,5095827,0,0,0,45000,1,1,0,0,2,51,9,0,18,1
15714,5095829,0,0,0,45000,1,1,0,0,2,51,9,0,18,1
15715,5095833,0,0,0,225000,1,1,0,0,2,43,1,0,18,1
15716,5095834,0,0,0,225000,1,1,0,0,2,43,1,0,9,1
15717,5095835,0,0,0,225000,1,1,0,0,2,43,1,0,19,1
15718,5095839,0,0,0,225000,1,1,1,0,2,41,4,7,33,1
15719,5095841,0,0,0,225000,1,0,1,0,1,34,1,0,26,1
15720,5095842,0,0,0,225000,1,0,1,0,1,34,1,0,20,1
15721,5095845,0,0,0,216000,1,1,0,0,2,39,8,0,2,1
15722,5095846,0,0,0,216000,1,1,0,0,2,39,8,0,28,1
15723,5095849,0,0,0,216000,1,1,0,0,2,39,8,0,60,1
15724,5095850,0,0,0,225000,1,0,0,0,1,57,16,0,20,1
15725,5095851,0,0,0,225000,1,0,0,0,1,57,16,0,46,1
15726,5095852,0,0,0,225000,1,0,0,0,1,57,16,0,44,1
15727,5095854,0,0,0,225000,1,0,0,0,1,57,16,0,3,1
15728,5095858,0,0,0,225000,1,0,0,0,1,57,16,0,42,1
15729,5095859,0,0,0,225000,1,0,0,0,1,57,16,0,21,1
15730,5095860,0,0,0,225000,1,0,0,0,1,57,16,0,44,1
15731,5095861,0,0,0,225000,1,0,0,0,1,57,16,0,37,1
15732,5095862,0,0,0,225000,1,0,0,0,1,57,16,0,20,1
15733,5095863,0,0,0,225000,1,0,0,0,1,57,16,0,15,1
15734,5095864,0,0,0,225000,1,0,0,0,1,57,16,0,5,1
15735,5095866,0,0,0,202500,1,1,1,0,2,42,15,0,16,1
15736,5095867,0,0,0,202500,1,1,1,0,2,42,15,0,16,1
15737,5095868,0,0,0,202500,1,1,1,0,2,42,15,0,39,1
15738,5095869,0,0,0,202500,1,1,1,0,2,42,15,0,48,1
15739,5095872,0,0,0,202500,1,1,1,0,2,42,15,0,2,1
15740,5095873,0,0,0,202500,1,1,1,0,2,42,15,0,16,1
15741,5095874,0,0,0,202500,1,1,1,0,2,42,15,0,15,1
15742,5095875,0,0,0,202500,1,1,1,0,2,42,15,0,15,1
15743,5095876,0,0,0,202500,1,1,1,0,2,42,15,0,5,1
15744,5095877,0,0,0,202500,1,1,1,0,2,42,15,0,1,1
15745,5095887,1,0,0,103500,1,1,1,0,2,34,13,0,16,1
15746,5095888,1,0,0,103500,1,1,1,0,2,34,13,0,24,1
15747,5095889,1,0,0,103500,1,1,1,0,2,34,13,0,12,1
15748,5095895,0,0,1,112500,1,1,1,0,3,44,7,0,26,1
15749,5095896,0,0,1,112500,1,1,1,0,3,44,7,0,22,1
15750,5095897,0,0,1,112500,1,1,1,0,3,44,7,0,20,1
15751,5095898,0,0,1,112500,1,1,1,0,3,44,7,0,7,1
15752,5095902,0,0,0,135000,1,0,0,0,1,43,5,0,27,1
15753,5095903,0,0,0,135000,1,0,0,0,1,43,5,0,22,1
15754,5095904,0,0,0,135000,1,0,0,0,1,43,5,0,14,1
15755,5095905,0,0,0,135000,1,0,0,0,1,43,5,0,6,1
15756,5095906,0,0,0,90000,1,1,0,0,2,29,7,6,36,1
15757,5095907,0,0,0,90000,1,1,0,0,2,29,7,2,37,1
15758,5095908,0,0,0,90000,1,1,0,0,2,29,7,0,20,1
15759,5095937,0,0,0,157500,1,0,1,0,2,48,10,1,3,1
15760,5095939,0,0,0,157500,1,0,1,0,2,48,10,0,12,1
15761,5095940,0,0,0,157500,1,0,1,0,2,48,10,1,3,1
15762,5095941,1,0,0,202500,1,1,1,0,2,45,18,0,56,1
15763,5095956,0,0,0,135000,1,1,0,0,2,45,21,0,14,1
15764,5095957,0,0,0,135000,1,1,0,0,2,45,21,2,16,1
15765,5095958,0,0,0,135000,1,1,0,0,2,45,21,0,35,1
15766,5095959,0,0,0,135000,1,1,0,0,2,45,21,0,50,1
15767,5095960,0,0,0,135000,1,1,0,0,2,45,21,1,13,1
15768,5095961,0,0,0,135000,1,1,0,0,2,45,21,0,15,1
15769,5095962,0,0,0,135000,1,1,0,0,2,45,21,0,7,1
15770,5095964,0,0,0,135000,1,1,0,0,2,45,21,0,7,1
15771,5095965,0,0,0,135000,1,1,0,0,2,45,21,0,6,1
15772,5095966,0,0,0,135000,1,1,0,0,2,45,21,0,3,1
15773,5095967,0,0,0,135000,1,1,0,0,2,45,21,0,1,1
15774,5095971,1,0,0,225000,1,1,0,0,2,45,3,0,15,1
15775,5095972,1,0,0,225000,1,1,0,0,2,45,3,0,41,1
15776,5095973,1,0,0,225000,1,1,0,0,2,45,3,0,54,1
15777,5095974,1,0,0,225000,1,1,0,0,2,45,3,0,13,1
15778,5095975,1,0,0,225000,1,1,0,0,2,45,3,0,12,1
15779,5095976,1,0,0,225000,1,1,0,0,2,45,3,0,8,1
15780,5095977,1,0,0,225000,1,1,0,0,2,45,3,0,57,1
15781,5095978,1,0,0,225000,1,1,0,0,2,45,3,0,41,1
15782,5095979,1,0,0,225000,1,1,0,0,2,45,3,0,42,1
15783,5095980,1,0,0,225000,1,1,0,0,2,45,3,0,39,1
15784,5095981,1,0,0,225000,1,1,0,0,2,45,3,0,37,1
15785,5095982,1,0,0,225000,1,1,0,0,2,45,3,0,14,1
15786,5095983,0,0,0,180000,1,1,0,0,2,35,9,0,2,1
15787,5095984,0,0,0,180000,1,1,0,0,2,35,9,0,2,1
15788,5095985,0,0,0,180000,1,1,0,0,2,35,9,0,23,1
15789,5095986,0,0,0,180000,1,1,0,0,2,35,9,0,1,1
15790,5095987,0,0,0,121500,1,1,0,0,2,39,11,0,19,1
15791,5095988,0,0,0,157500,1,1,0,0,2,43,7,0,8,1
15792,5095989,0,0,0,157500,1,1,0,0,2,43,7,4,20,1
15793,5095990,0,0,0,157500,1,1,0,0,2,43,7,0,24,1
15794,5095991,1,0,0,234000,1,1,1,0,2,54,3,0,20,1
15795,5095992,1,0,0,234000,1,1,1,0,2,54,3,0,4,1
15796,5095993,1,0,0,234000,1,1,1,0,2,54,3,0,4,1
15797,5095994,1,0,0,234000,1,1,1,0,2,54,3,0,4,1
15798,5095995,1,0,0,234000,1,1,1,0,2,54,3,0,4,1
15799,5095996,1,0,0,234000,1,1,1,0,2,54,3,0,33,1
15800,5095997,1,0,0,234000,1,1,1,0,2,54,3,0,4,1
15801,5096000,0,0,1,270000,1,1,0,0,3,28,2,2,16,1
15802,5096001,0,0,1,270000,1,1,0,0,3,28,2,0,36,1
15803,5096002,0,0,1,270000,1,1,0,0,3,28,2,0,35,1
15804,5096003,0,0,1,270000,1,1,0,0,3,28,2,0,25,1
15805,5096004,0,0,1,270000,1,1,0,0,3,28,2,0,23,1
15806,5096005,0,0,1,270000,1,1,0,0,3,28,2,0,22,1
15807,5096006,0,0,1,270000,1,1,0,0,3,28,2,0,12,1
15808,5096007,0,0,1,270000,1,1,0,0,3,28,2,1,12,1
15809,5096008,0,0,1,270000,1,1,0,0,3,28,2,0,47,1
15810,5096009,0,0,1,270000,1,1,0,0,3,28,2,0,42,1
15811,5096010,0,0,1,270000,1,1,0,0,3,28,2,0,43,1
15812,5096011,0,0,1,270000,1,1,0,0,3,28,2,0,12,1
15813,5096012,0,0,1,270000,1,1,0,0,3,28,2,0,51,1
15814,5096013,0,0,1,270000,1,1,0,0,3,28,2,8,17,1
15815,5096014,0,0,1,270000,1,1,0,0,3,28,2,0,18,1
15816,5096015,0,0,1,270000,1,1,0,0,3,28,2,0,42,1
15817,5096016,0,0,1,270000,1,1,0,0,3,28,2,0,12,1
15818,5096017,1,0,1,225000,1,1,1,0,2,42,11,0,20,1
15819,5096018,1,0,1,225000,1,1,1,0,2,42,11,0,8,1
15820,5096019,1,0,1,225000,1,1,1,0,2,42,11,1,5,1
15821,5096020,1,0,1,225000,1,1,1,0,2,42,11,1,6,1
15822,5096029,1,0,1,135000,1,0,0,0,2,42,4,0,38,1
15823,5096030,1,0,1,135000,1,0,0,0,2,42,4,0,36,1
15824,5096031,0,0,0,112500,1,1,0,0,2,34,10,0,24,1
15825,5096034,0,0,0,202500,1,1,0,0,2,49,30,0,38,1
15826,5096035,0,0,0,202500,1,1,0,0,2,49,30,0,25,1
15827,5096036,0,0,0,202500,1,1,0,0,2,49,30,1,10,1
15828,5096037,0,0,0,202500,1,1,0,0,2,49,30,0,31,1
15829,5096038,0,0,0,202500,1,1,0,0,2,49,30,0,11,1
15830,5096039,0,0,0,135000,1,1,0,0,2,41,7,0,13,1
15831,5096040,0,0,0,135000,1,1,0,0,2,41,7,0,13,1
15832,5096041,0,0,0,135000,1,1,0,0,2,41,7,0,4,1
15833,5096052,0,0,0,67500,1,1,1,0,1,32,7,3,9,1
15834,5096053,0,0,0,67500,1,1,1,0,1,32,7,0,7,1
15835,5096057,0,0,2,73350,1,0,0,0,4,40,20,0,5,1
15836,5096058,0,0,2,73350,1,0,0,0,4,40,20,0,10,1
15837,5096059,0,0,2,73350,1,0,0,0,4,40,20,0,37,1
15838,5096060,0,0,2,73350,1,0,0,0,4,40,20,0,5,1
15839,5096061,0,0,2,73350,1,0,0,0,4,40,20,0,10,1
15840,5096062,0,0,2,73350,1,0,0,0,4,40,20,0,10,1
